seed,mode,severity,variant,f1,precision,recall,density_err,orbit_violations,rot_sym_error
11,dropout,0.2,free,0.4318820158833322,0.3912188151100643,0.504313259388549,0.096939503732982,33.85,0.039923182574914756
11,dropout,0.2,free_aug,0.5080052903362328,0.45857652414167954,0.5949522234934086,0.096939503732982,6.7,0.02681304348013155
11,dropout,0.2,proj_full_aug,0.4996059387399213,0.45117866680722457,0.5866956787982152,0.09781153930610452,0.0,0.026796203795412823
11,dropout,0.3,orbit_tied,0.4906706522339664,0.45246750136836333,0.5607403645339794,0.08478617698726396,0.0,0.02302763710633017
11,dropout,0.3,orbit_tied_aug,0.5183705541181968,0.4557049663299663,0.6307346609506026,0.11407745937637244,0.0,0.027698790454738
11,dropout,0.3,free,0.4102062817909958,0.37218493522964036,0.478374368348579,0.096939503732982,36.81666666666667,0.042538464909491994
11,dropout,0.3,free_aug,0.5065332489420549,0.4562601307485581,0.5946134391886362,0.096939503732982,7.216666666666667,0.02645433430068066
11,dropout,0.3,proj_full_aug,0.5056526620320888,0.455427559912854,0.5954730947218833,0.0976221453667106,0.0,0.025957635790073798
19,dropout,0.0,orbit_tied,0.5613323511579899,0.5513182043650794,0.6051096541069424,0.08901926877470356,0.0,0.022321454850054594
19,dropout,0.0,orbit_tied_aug,0.5568117495723712,0.5316280790990231,0.61747482469003,0.09630572024593763,0.0,0.02797140593842539
19,dropout,0.0,free,0.5641363118890201,0.544381175905582,0.6189027486166485,0.09275828941589812,1.8833333333333333,0.026111059751013983
19,dropout,0.0,free_aug,0.5662288368135199,0.5404289715251985,0.6289650356911054,0.09606005709266578,2.5833333333333335,0.027094281847562292
19,dropout,0.0,proj_full_aug,0.571265730984709,0.5297313824519708,0.6570598789635155,0.10612730566534914,0.0,0.028442274828590616
19,dropout,0.1,orbit_tied,0.5506056258725972,0.5388474246259808,0.5961101186078526,0.09040815766359245,0.0,0.022317556623351987
19,dropout,0.1,orbit_tied_aug,0.5601456335820348,0.5344635076252723,0.623607631402985,0.09636885155906895,0.0,0.027932932313514618
19,dropout,0.1,free,0.5191360789640515,0.5020559514346233,0.5686394797352634,0.09275828941589812,24.466666666666665,0.034512693895113945
19,dropout,0.1,free_aug,0.5639372054810738,0.5382747078539722,0.6265091758245341,0.09606005709266578,5.0,0.028229984835067074
19,dropout,0.1,proj_full_aug,0.5705854117450925,0.5299404761904761,0.6550541352541367,0.10555912384716733,0.0,0.028380216928902247
19,dropout,0.2,orbit_tied,0.532127922694946,0.5185937141356357,0.5789036816871439,0.09047128897672377,0.0,0.022274616845237686
19,dropout,0.2,orbit_tied_aug,0.5552875900515069,0.5296214596949891,0.6180258493757161,0.09617945761967502,0.0,0.027672172972239003
19,dropout,0.2,free,0.47964517210334806,0.46648811789058614,0.5225288618457965,0.09275828941589812,32.016666666666666,0.0394705796090258
19,dropout,0.2,free_aug,0.5604608748510501,0.5349548117281154,0.6224434343323676,0.09606005709266578,6.7,0.02801470984400623
19,dropout,0.2,proj_full_aug,0.5705469917086162,0.529946730375652,0.6551218842980372,0.10612730566534914,0.0,0.02882792803059731
19,dropout,0.3,orbit_tied,0.5160315101452286,0.5019293630194631,0.5635187923028048,0.08990310715854195,0.0,0.023720519428080154
19,dropout,0.3,orbit_tied_aug,0.5651662688038885,0.5394610478600043,0.6285406795572012,0.09630572024593763,0.0,0.027060358477886293
19,dropout,0.3,free,0.442152156024235,0.4303361892841995,0.48183951717078277,0.09275828941589812,35.86666666666667,0.042594995586306375
19,dropout,0.3,free_aug,0.5607579102751855,0.5351773107467465,0.6228918186980739,0.09606005709266578,7.333333333333333,0.0293446513961377
19,dropout,0.3,proj_full_aug,0.5711867717637571,0.5298463804713806,0.6568982827282397,0.10574851778656127,0.0,0.029171621521931278
