seed,mode,severity,variant,f1,precision,recall,density_err,orbit_violations,rot_sym_error
11,jitter,0.15,template,0.507041067605074,0.39125786915624167,0.7647265922369769,0.28471261528326747,0.0,0.025429711516991787
11,dropout,0.0,constrained,0.49698341234042903,0.4608973613391717,0.5647770105589632,0.08478617698726393,0.0,0.02252279762171492
11,dropout,0.0,unc_proj,0.5156818519327605,0.46578167027645206,0.6059104018397475,0.0985691150636803,0.0,0.02770915251653937
11,dropout,0.0,unc_free,0.5155069488233157,0.4660583612646073,0.6034453246417171,0.096939503732982,2.6166666666666667,0.025829373602260366
11,dropout,0.0,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,dropout,0.1,constrained,0.5020927505290296,0.46432962790078325,0.5727522350050827,0.08535435880544576,0.0,0.021950139099612884
11,dropout,0.1,unc_proj,0.5222342068096285,0.47013653494144486,0.6156024562723971,0.09926355950812474,0.0,0.02531546807417869
11,dropout,0.1,unc_free,0.47311866207849756,0.4282128891505873,0.5534013266109629,0.096939503732982,24.983333333333334,0.035461617197721354
11,dropout,0.1,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,dropout,0.2,constrained,0.48693711094101017,0.4509703834838533,0.5536574877574123,0.08428112648221343,0.0,0.02262706718438033
11,dropout,0.2,unc_proj,0.4969511370555738,0.44805149255042515,0.5847942488579962,0.09819032718489241,0.0,0.026119871950216013
11,dropout,0.2,unc_free,0.4352001784887966,0.3941371199082043,0.508607357178977,0.096939503732982,32.95,0.03969550195332401
11,dropout,0.2,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,dropout,0.3,constrained,0.4785041967403526,0.44058268464813927,0.5479563596964049,0.08535435880544576,0.0,0.021909491952016816
11,dropout,0.3,unc_proj,0.4854552172042111,0.43580042997974694,0.5745450400258887,0.10039992314448837,0.0,0.025549467969856018
11,dropout,0.3,unc_free,0.4044876945639953,0.36664173989189847,0.47302734475152547,0.096939503732982,36.916666666666664,0.04216813348764989
11,dropout,0.3,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,sector,0.0,constrained,0.49698341234042903,0.4608973613391717,0.5647770105589632,0.08478617698726393,0.0,0.02252279762171492
11,sector,0.0,unc_proj,0.5156818519327605,0.46578167027645206,0.6059104018397475,0.0985691150636803,0.0,0.027709152530650316
11,sector,0.0,unc_free,0.5155069488233157,0.4660583612646073,0.6034453246417171,0.096939503732982,2.6166666666666667,0.025829373628390256
11,sector,0.0,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,sector,0.02,constrained,0.49698341234042903,0.4608973613391717,0.5647770105589632,0.08478617698726393,0.0,0.022522800345065194
11,sector,0.02,unc_proj,0.5156818519327605,0.46578167027645206,0.6059104018397475,0.0985691150636803,0.0,0.02771967374161065
11,sector,0.02,unc_free,0.5153638873068637,0.4659330479813993,0.6032786579750504,0.096939503732982,2.6166666666666667,0.025634235114436157
11,sector,0.02,template,0.501756377114197,0.3838534520467847,0.7664796397921986,0.2945940382081687,0.0,0.026235107866924283
11,sector,0.05,constrained,0.49698341234042903,0.4608973613391717,0.5647770105589632,0.08478617698726393,0.0,0.022519425346868623
11,sector,0.05,unc_proj,0.5165976028485114,0.466707596202378,0.6068161989411968,0.0985691150636803,0.0,0.027709122131569223
11,sector,0.05,unc_free,0.5151043846355853,0.4657074840716248,0.6029572097248166,0.096939503732982,2.8,0.025803355657669818
11,sector,0.05,template,0.5019267711504057,0.3839995248437196,0.7664796397921986,0.2942317193675889,0.0,0.026223001458426168
11,sector,0.1,constrained,0.49686604144841023,0.4607671530058383,0.5646701729521256,0.08478617698726393,0.0,0.022539636509438344
11,sector,0.1,unc_proj,0.5139951248600313,0.4644814647103547,0.6036368030115666,0.09875850900307422,0.0,0.027804649816749828
11,sector,0.1,unc_free,0.5157087802986431,0.46624194522450707,0.6036695612761692,0.096939503732982,3.0,0.025880246048837097
11,sector,0.1,template,0.5019478381469337,0.38399163884240817,0.7664796397921986,0.29424818840579714,0.0,0.026465171846127785
11,sector,0.15,constrained,0.4958339870530727,0.4599395069330415,0.5633402289497679,0.08478617698726393,0.0,0.022589160639263188
11,sector,0.15,unc_proj,0.5120428850504328,0.46243748762131115,0.6019092924399169,0.09894790294246816,0.0,0.02779475824412867
11,sector,0.15,unc_free,0.5160607814491235,0.4664167572545823,0.6042543152208976,0.096939503732982,3.0833333333333335,0.02637374891390636
11,sector,0.15,template,0.5021662299074751,0.3842220819003283,0.7664796397921986,0.2939023386034256,0.0,0.02616704055135753
19,jitter,0.0,constrained,0.5613323511579899,0.5513182043650794,0.6051096541069424,0.08901926877470356,0.0,0.022321454833497748
19,jitter,0.0,unc_proj,0.5630333203055777,0.5519260032642089,0.6070091556923767,0.08845108695652174,0.0,0.022134453435710653
